deal_num,tar_status,tar_ent_type,tar_legal_form,tar_incorp_d,tar_bvd_indep,tar_acct_types,tar_filing_type,tar_last_acct_d,tar_acct_pub,acq_status,acq_ent_type,acq_legal_form,acq_incorp_d,acq_bvd_indep,acq_acct_types,acq_filing_type,acq_last_acct_d,acq_acct_pub,ven_status,ven_ent_type,ven_legal_form,ven_incorp_d,ven_bvd_indep,ven_acct_types,ven_filing_type,ven_last_acct_d,ven_acct_pub,tar_name,tar_bvd_id_num,tar_orbis_id_num,acq_name,acq_bvd_id_num,acq_orbis_id_num,ven_name,ven_bvd_id_num,ven_orbis_id_num,tar_incorp_d_year,tar_last_acct_d_year,acq_incorp_d_year,acq_last_acct_d_year,ven_incorp_d_year,ven_last_acct_d_year
1941459770.0,Active,Company,Limited liability company - SRL,2006-06-28 00:00:00,D,No recent Unconso.,Local registry filing,2020-12-31,EUR,Active,Company,Limited liability company - SRL,2019-06-20 00:00:00,D,Unconsolidated,Local registry filing,2024-12-31,EUR,,Generic,,,U,,,,,ANTICO FORNO A LEGNA SRL,IT02060520034,037363790,ITALFORNO SRL,IT03871850362,413301551,RECEIVER,,,2006.0,2020.0,2019.0,2024.0,,
1647004670.0,Active,Company,Private limited company,2010,D,Consolidated,Local registry filing,2023-12-31,THB,Active,Company,Public limited company,1960,A+,Consolidated,Annual report,2024-12-31,THB,,Generic,,,U,,,,,"MILLION MILES CO., LTD",TH0105553015889,237458692,TONG HUA COMMUNICATIONS PCL,TH0107537000122,018408186,SHAREHOLDERS,,,2010.0,2023.0,1960.0,2024.0,,
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,"PRINCE GRAND CO., LTD",,,,,,,,
,,,,,,,,,,,,,,,,,,,,Company,,,-,,,,,,,,,,,AERO SUN INVESTMENTS LTD,HK0000917122,142306352,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR UKRIT TANTASATIAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MRS PRAOW CHIMMAN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR SURAKIAT TANAKITRUJIROJ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR TAMRONGCHAI EAKAMORNWONG,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR SASARUK LEESANGUANKUL,,,,,,,,
1907239910.0,Active,Company,Limited liability company,2011-01-18 00:00:00,B+,Unconsolidated,Local registry filing,2023-12-31,CNY,Active,Company,,2017-02-17 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,CNY,Active,Company,,2000-01-03 00:00:00,B+,Unconsolidated,Local registry filing,2023-12-31,CNY,"CRH AUTOMOTIVE (SHENYANG) CO., LTD",CN9366700544,177495691,"SHENYANG JINBEI ANDAOTUO AUTOMOTIVE PART CO., LTD",CN9360881851,322673010,"SHENYANG JINBEI JOHNSON CONTROLS AUTOMOTIVE INTERIORS CO., LTD",CN9360441152,037464339,2011.0,2023.0,2017.0,2023.0,2000.0,2023.0
1943141472.0,Active,Company,Limited company by shares,2011-11-04 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,KRW,Active,Company,Public limited company by shares,2015-09-04 00:00:00,A,Cons. & Uncons.,Annual report,2024-12-31,KRW,Active,Company,Public limited company by shares,2004-07-01 00:00:00,A+,Cons. & Uncons.,Annual report,2024-12-31,KRW,"BEATRO CO., LTD",KR1101114721795,159100134,"MICRO TECH CO., LTD",KR1101115829407,256587739,"ABPRO BIO CO., LTD",KR1701110271528,047963730,2011.0,2023.0,2015.0,2024.0,2004.0,2024.0
1633113571.0,Active,Company,Limited company by shares,2000-03-25 00:00:00,A-,No recent Unconso.,Local registry filing,2019-12-31,KRW,Active,Company,Public limited company by shares,1991,B+,Cons. & Uncons.,Annual report,2023-09-30,KRW,Active,Company,Public limited company,1985-06-18 00:00:00,A+,Cons. & Uncons.,Annual report,2025-03-31,JPY,"TONGYANG ONLINE CO., LTD",KR1101111919608,057230130,TONGYANG NETWORKS CORPORATION (OLD),KR1101110766703,006740661,TRANSCOSMOS INC.,JP3011001041302,051057994,2000.0,2019.0,1991.0,2023.0,1985.0,2025.0
1943074011.0,Active,Company,Joint stock company,2003,D,Consolidated,Annual report,2023-12-31,VND,Active,Company,Joint stock company,2003,B+,Cons. & Uncons.,Local registry filing,2023-12-31,VND,,,,,,,,,,VIET NAM ITALY STEEL JOINT STOCK COMPANY,VN0503000036,082878553,THAI HUNG TRADING JOINT STOCK COMPANY,VN4600310787,169683356,,,,2003.0,2023.0,2003.0,2023.0,,
2007811119.0,Active,Company,Limited liability company,2018-09-29 00:00:00,D,Unconsolidated,Local registry filing,2022-12-31,CNY,Active,Company,Joint stock company,1995,B+,Consolidated,Annual report,2025-03-31,CNY,Active,Company,Private limited company,2011-06-15 00:00:00,D,Limited financial data,Local registry filing,2024-12-31,HKD,"CHANGDEJIN NINGNENG THERMAL POWER CO., LTD",CN9470273794,395818020,"NINGBO ENERGY GROUP CO., LTD",CN31134PC,037447417,"LVNENG INVESTMENT DEVELOPMENT CO., LTD",HK0005445036,148385823,2018.0,2022.0,1995.0,2025.0,2011.0,2024.0
2007072156.0,Active,Company,Limited liability company,2003-04-16 00:00:00,D,Unconsolidated,Local registry filing,2022-12-31,CNY,Active,Company,Limited liability company,1992-04-14 00:00:00,D,Limited financial data,Local registry filing,2021-12-31,CNY,Active,Company,Joint stock company,2001,D,Consolidated,Annual report,2024-06-30,CNY,"MODERN AGRICULTURAL EQUIPMENT ZHUZHOU COMBINE HARVESTER CO., LTD",CN9360167196,016833225,"ZHUZHOU YICHENG VEHICLE INDUSTRY CO., LTD",CN9392458568,280390977,"MODERN AGRICULTURAL EQUIPMENT CO., LTD",CN31808PC,037472011,2003.0,2022.0,1992.0,2021.0,2001.0,2024.0
2007440763.0,Active,Company,Joint stock company - K.K.,1959-05-01 00:00:00,D,Limited financial data,Local registry filing,2024-12-31,JPY,Active,Company,Public limited company,1885,B+,Cons. & Uncons.,Annual report,2024-12-31,JPY,Active,Company,Joint stock company - K.K.,1969-02-01 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,JPY,NISHINIHON DANTO KK,JP1290001041022,053716833,DANTO HOLDINGS CORPORATION,JP9140001085662,051057090,"DANTO TILE CO., LTD",JP2010001146236,053716834,1959.0,2024.0,1885.0,2024.0,1969.0,2023.0
1943267446.0,Active,Company,Public limited company,1980,B+,Consolidated,Annual report,2025-03-31,MYR,Active,Company,Public limited company,1998-11-04 00:00:00,B+,Consolidated,Local registry filing,2023-06-30,MYR,Active,Company,Corporation,2016,B+,Consolidated,Annual report,2025-03-31,USD,TURIYA BHD,MY55576-A,006529549,MAA GROUP BHD,MY471403-A,122786579,ITHMAAR BANK BSC,BH15210,017573433,1980.0,2025.0,1998.0,2023.0,2016.0,2025.0
1907066757.0,Active,Company,Limited liability company,2003-08-12 00:00:00,D,Unconsolidated,Local registry filing,2021-12-31,CNY,Active,Company,Joint stock company,1988-05-12 00:00:00,B+,Consolidated,Annual report,2025-03-31,CNY,Unknown,Company,Private limited company,1997-10-31 00:00:00,U,Limited financial data,Local registry filing,2024-12-31,HKD,RUYUAN HEC ELECTRO-CHEMICAL FACTORY,CN9360387975,070451345,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",CN31430PC,288957026,"HK NORTH & SOUTH BROTHER INTERNATIONAL INVESTMENT CO., LTD",HK0006383398,105824174,2003.0,2021.0,1988.0,2025.0,1997.0,2024.0
1943210688.0,Dissolved,Company,Limited liability company,2014-07-11 00:00:00,-,No recent Unconso.,Local registry filing,2020-12-31,CNY,Active,Company,Joint stock company,1998-12-31 00:00:00,D,Consolidated,Annual report,2025-03-31,CNY,Active,Company,Limited liability company,2002-04-24 00:00:00,D,Cons. & Uncons.,Local registry filing,2023-12-31,CNY,"CNSIG EAST CHINA CHEMICAL CO., LTD",CN9405699666,263408168,"CNSIG INNER MONGOLIA CHEMICAL INDUSTRY CO., LTD",CN30323PC,007807711,"CHINA NATIONAL SALT INDUSTRY CORPORATION JILANTAI SALT CHEMICAL GROUP CO., LTD",CN9360665459,076441127,2014.0,2020.0,1998.0,2025.0,2002.0,2023.0
,,,,,,,,,,,,,,,,,,,Active,Company,Limited liability company,1993-09-24 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,CNY,,,,,,,"SHANGHAI PUDONG SALT CO., LTD",CN9361204588,158971822,,,,,1993.0,2023.0
120715.0,,Company,,,D,,,,,Active,Company,Public limited company,1966-08-17 00:00:00,B+,Consolidated,Annual report,2025-03-31,CAD,,,,,,,,,,SKYJACK INC.,CA149139743L,007889854,LINAMAR CORPORATION,CA30122NC,006739844,,,,,,1966.0,2025.0,,
333093.0,,Company,,,U,,,,,,Company,,,U,,,,,Active,Company,Joint stock company,1999-06-08 00:00:00,B+,Consolidated,Annual report,2025-03-31,CNY,"BEIJING CENTEK VENTURE CAPITAL CO., LTD",,,"CHINA DATONG INDUSTRIAL CO., LTD",,,"BEIJING CENTERGATE TECHNOLOGIES (HOLDING) CO., LTD",CN31074PC,007306922,,,,,1999.0,2025.0
1909635461.0,Dissolved,Company,Private limited company - OY,1993-09-29 00:00:00,-,No recent Unconso.,Local registry filing,2019-12-31,EUR,Active,Company,Public limited company,1991,A+,No recent Cons. & Uncons.,Annual report,2015-09-30,EUR,,,,,,,,,,DELTAGON GROUP OY,FI09481816,032103713,INVL TECHNOLOGY UAB,LT300893533,074381093,,,,1993.0,2019.0,1991.0,2015.0,,
309562.0,Dissolved (bankruptcy),Company,Limited company - SA,2000-09-01 00:00:00,-,No recent Unconso.,Local registry filing,2005-12-31,EUR,Dissolved,Company,Private limited company,1995-12-06 00:00:00,-,No recent Cons. & Uncons.,Local registry filing,2004-12-31,GBP,,,,,,,,,,XYLEME SA,FR433374253,007374314,XITEC SOFTWARE PLC,GB03134704,004532318,,,,2000.0,2005.0,1995.0,2004.0,,
1941533298.0,Active,Company,Limited company - A/S,1992-03-15 00:00:00,D,Unconsolidated,Local registry filing,2024-09-30,DKK,Active,Company,Limited company - A/S,1961-12-14 00:00:00,B+,Consolidated,Annual report,2025-03-31,DKK,,Individuals/Families,,,U,,,,,PERMAGREEN GRONLAND A/S,DKGL16054895,002953498,PER AARSLEFF HOLDING A/S,DK24257797,002915807,MR PREBEN KOLD LARSEN,,,1992.0,2024.0,1961.0,2025.0,,
72388.0,Active,Company,Private limited company,1988-02-04 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,GBP,Active,Company,Incorporated business,1853,U,Cons. & Uncons.,Annual report,2025-03-31,GBP,,,,,,,,,,ADVANCE MORTGAGE FUNDING LTD,GB02217569,004231105,SKIPTON BUILDING SOCIETY,GB0000518B,158497462,,,,1988.0,2023.0,1853.0,2025.0,,
1633078415.0,Active,Company,Joint stock company - K.K.,1995-09-01 00:00:00,A+,Unconsolidated,Local registry filing,2024-03-31,JPY,Active,Company,Joint stock company - K.K.,1990-10-01 00:00:00,U,Cons. & Uncons.,Local registry filing,2024-03-31,JPY,Active,Company,Joint stock company - K.K.,1960,D,No recent Conso.,Annual report,2010-06-30,JPY,FM INTER-WAVE INC.,JP7010701022731,001888288,"KINOSHITA MANAGEMENT CO., LTD",JP4011101031656,001886469,TV TOKYO CORPORATION,JP5010401018940,051058080,1995.0,2024.0,1990.0,2024.0,1960.0,2010.0
1601069319.0,Active,Company,Private limited company,2008-01-10 00:00:00,D,Unconsolidated,Local registry filing,2024-06-30,GBP,Active,Company,Public limited company,2007,A+,Consolidated,Annual report,2024-12-31,GBP,Active,Company,Private limited company,2000-03-02 00:00:00,D,Consolidated,Local registry filing,2023-12-31,GBP,FRONTIER IP LTD,GBSC335992,039166596,ARH LEISURE INVESTMENTS PLC,GB06262177,031407414,SIGMA CAPITAL GROUP PLC,GB03942129,004995121,2008.0,2024.0,2007.0,2024.0,2000.0,2023.0
1943199043.0,Active,Company,Limited liability company,2016-12-07 00:00:00,U,Limited financial data,Local registry filing,2021-12-31,CNY,Active,Company,Limited liability company,2014-08-25 00:00:00,D,Limited financial data,Local registry filing,2021-12-31,CNY,Active,Company,Limited liability company,2013-02-25 00:00:00,D,Limited financial data,Local registry filing,2021-12-31,CNY,"NANJING RICH RUIXIANG CLINIC CO., LTD",CN9433250092,434264296,"SHANGHAI RICH MEDICAL INVESTMENT GROUP CO., LTD",CN9404048636,338077368,"SHANGHAI XDWYS ASSET MANAGEMENT CO., LTD",CN9394408269,282148183,2016.0,2021.0,2014.0,2021.0,2013.0,2021.0
1633060519.0,Dissolved (merger or take-over),Company,Limited company by shares,2001-08-01 00:00:00,-,No recent Unconso.,Local registry filing,2011-12-31,KRW,Active,Company,Public limited company by shares,1999-03-31 00:00:00,B+,Cons. & Uncons.,Annual report,2024-12-31,KRW,,,,,,,,,,"HCI LAB CO., LTD",KR1101112299611,057261680,"DIOTEK CO., LTD",KR1101111673816,057214188,,,,2001.0,2011.0,1999.0,2024.0,,
1909480829.0,Dissolved,Company,Entrepreneurial company (limited liability) - UG,2015-06-08 00:00:00,-,Limited financial data,Local registry filing,2021-01-01,EUR,In liquidation,Company,Private limited company,2009-07-09 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2015-12-31,GBP,,,,,,,,,,OPTOMATON UG,DE5270250231,255148358,VE INTERACTIVE LTD,GB06956893,073095955,,,,2015.0,2021.0,2009.0,2015.0,,
1943335039.0,Active,Company,Proprietary limited company,1988-12-07 00:00:00,D,No recent limited financial data,Local registry filing,2015-01-01,AUD,Active,Company,Public limited company,2015,A+,Consolidated,Annual report,2024-12-31,AUD,,,,,,,,,,"VET PRACTICE PTY LTD, THE",AU007121093,164739837,APIAM ANIMAL HEALTH LTD,AU604961024,236509306,,,,1988.0,2015.0,2015.0,2024.0,,
1943026709.0,Active,Company,Joint stock company - K.K.,1990-02-01 00:00:00,D,Limited financial data,Local registry filing,2024-08-31,JPY,Active,Company,Public limited company,1984,A+,Cons. & Uncons.,Annual report,2025-02-28,JPY,,Company,,,U,,,,,"K LINE CO., LTD",JP4010901003740,054862016,"MEIKO NETWORK JAPAN CO., LTD",JP5011101055381,051059047,"TBLAZE, KK",JP6011001096574,304647175,1990.0,2024.0,1984.0,2025.0,,
1909471652.0,Active,Company,Public limited company - SA,1927,D,Consolidated,Annual report,2024-12-31,EUR,Active,Company,Joint stock company - SPA,1989-11-24 00:00:00,A+,Cons. & Uncons.,Local registry filing,2023-12-31,EUR,,,,,,,,,,SALVATORE FERRAGAMO SPA,IT02175200480,058882789,FERRAGAMO FINANZIARIA SPA,IT04161460482,005270669,,,,1927.0,2024.0,1989.0,2023.0,,
2007090882.0,Active,Company,Public limited company,1994-07-26 00:00:00,D,Consolidated,Annual report,2024-12-31,HKD,Active,Company,Joint stock company,2007-01-05 00:00:00,C+,Consolidated,Annual report,2025-03-31,HKD,,,,,,,,,,COSCO SHIPPING PORTS LTD,BM19747R,261850957,"COSCO SHIPPING HOLDINGS CO., LTD",CN31000PC,012683684,,,,1994.0,2024.0,2007.0,2025.0,,
1601018682.0,Active,Company,Limited liability company - SL,1998-12-15 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,EUR,Active (dormant),Company,Public limited company - SA,2002-11-15 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2002-12-31,EUR,,,,,,,,,,CIVIPARTS ESPANA SL,ESB82150467,007000636,CIVIPARTS SERVIÇOS E GESTÃO SA,PT505294796,008215709,,,,1998.0,2023.0,2002.0,2002.0,,
1909447977.0,Active,Company,Limited liability company - Sp. z.o.o.,2009,D,Unconsolidated,Local registry filing,2023-12-31,PLN,Active,Company,Joint stock company - SA,2010,D,Unconsolidated,Local registry filing,2023-12-31,PLN,,Individuals/Families,,,U,,,,,NOCOWANIE.PL SP ZOO,PL060600118,157818971,GRUPA WIRTUALNA POLSKA SA,PL142742958,133997888,MR KAMIL RUCINSKI,,,2009.0,2023.0,2010.0,2023.0,,
1601238656.0,Dissolved (merger or take-over),Company,Private limited liability company - AB,1998-11-01 00:00:00,-,No recent Cons. & Uncons.,Local registry filing,2009-12-31,SEK,Active,Company,Private limited liability company - AB,1995-07-12 00:00:00,D,Cons. & Uncons.,Local registry filing,2023-12-31,SEK,Active,Company,Public limited liability company - AB publikt,1992,A+,Consolidated,Annual report,2025-03-31,SEK,CELEMIAB GROUP AB,SE5565623997,006281765,MERCURI INTERNATIONAL GROUP AB,SE5565189700,006255901,BURE EQUITY AB,SE5564548781,006224340,1998.0,2009.0,1995.0,2023.0,1992.0,2025.0
1907234014.0,Active,Company,Limited liability company,2011-11-10 00:00:00,D,No recent Unconso.,Local registry filing,2015-12-31,CNY,Active,Company,Joint stock company,1991,C+,Consolidated,Annual report,2025-03-31,CNY,,Generic,,,U,,,,,"HUNAN HONGYING BIOTECH CO., LTD",CN9381520436,291954690,"GUANGDONG VTR BIO-TECH CO., LTD",CN41044PC,076489259,SHAREHOLDERS,,,2011.0,2015.0,1991.0,2025.0,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MS LI JUNMIN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MS ZHANG YU,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR ZHANG JINJIE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR LI HAIQING,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR GAO ZHIZHONG,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR CAI XIANHONG,,,,,,,,
1941032254.0,Active,Company,Joint stock company - SA,1999-10-28 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,RON,Active,Company,Joint stock company - SA,1992-01-07 00:00:00,C+,Consolidated,Annual report,2024-12-31,RON,,Generic,,,U,,,,,DEPACO SRL,RO12347950,007422641,TERAPLAST SA,RO3094980,006057313,MINORITY SHAREHOLDERS,,,1999.0,2023.0,1992.0,2024.0,,
64835.0,,Company,,,U,,,,,Active,Company,Limited company,1966,D,No recent Conso.,Annual report,2004-12-31,GBP,,,,,,,,,,IMPERIAL PACKAGING INC.,,,BRITISH VITA PLC,GB00871669,003987083,,,,,,1966.0,2004.0,,
287726.0,Dissolved (merger or take-over),Company,Sole corporation,2000-01-11 00:00:00,-,No recent Unconso.,Local registry filing,2012-12-31,EUR,Active,Company,Joint stock company,1958-08-21 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2012-12-31,EUR,,,,,,,,,,MATERIALES DEL ATLÁNTICO SA,ESA82537002,006800250,CORPORACION NOROESTE SA,ESA36603025,003020585,,,,2000.0,2012.0,1958.0,2012.0,,
1943351202.0,Unknown,Company,Corporation,2011,D,Unconsolidated,Local registry filing,2021-12-31,PHP,Unknown,Company,Corporation,1959,U,No recent Unconso.,Local registry filing,2018-12-31,PHP,Active,Company,Corporation,2005,D,Unconsolidated,Local registry filing,2023-12-31,PHP,HIJO INTERNATIONAL PORT SERVICES INC.,PHCS201120563,149375099,HIJO RESOURCES CORPORATION,PH0000015548,074495015,ABBOTSFORD HOLDINGS INC.,PHCS200518482,084033986,2011.0,2021.0,1959.0,2018.0,2005.0,2023.0
1909075126.0,Active,Company,Private limited liability company - AB,2005-02-07 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2019-12-31,SEK,Active,Company,Private limited liability company - AB,2006-04-13 00:00:00,D,Cons. & Uncons.,Local registry filing,2023-12-31,SEK,,Generic,,,U,,,,,MABI RENT AB,SE5566759394,050973629,ANDERS HEDIN INVEST AB,SE5567020655,035665633,SHAREHOLDERS,,,2005.0,2019.0,2006.0,2023.0,,
,,,,,,,,,,,,,,,,,,,,Generic,,,U,,,,,,,,,,,BOARD MEMBERS,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR ANDRE SCHLEEMANN,,,,,,,,
1943076387.0,Dissolved,Company,Limited liability company,2000-05-26 00:00:00,-,No recent Unconso.,Local registry filing,2014-12-31,CNY,Active,Company,Joint stock company,1999-12-31 00:00:00,B+,Consolidated,Annual report,2025-03-31,CNY,Active,Company,Limited liability company,2003-10-31 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,CNY,"ZIBO JINXING GLASS CO., LTD",CN9360112302,092191984,"SHANDONG JINJING SCIENCE & TECHNOLOGY CO., LTD",CN31561PC,284071627,"JIN JING (GROUP) CO., LTD",CN9360455400,284896763,2000.0,2014.0,1999.0,2025.0,2003.0,2023.0
1907119456.0,Dissolved (merger or take-over),Company,Private limited company,1991-10-12 00:00:00,-,No recent Unconso.,Local registry filing,2016-12-31,SGD,Active,Company,Private limited company,1982-05-28 00:00:00,D,No recent Unconso.,Local registry filing,2007-12-31,SGD,Active,Company,"Limited company, simplified - SAS",1971-04-06 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,EUR,SINGAPORE PRECISION REPAIR AND OVERHAUL PTE LTD,SG199105164D,060279967,ST AEROSPACE SYSTEMS PTE LTD,SG198202248E,060279957,MESSIER-BUGATTI-DOWTY SA,FR712019538,003874738,1991.0,2016.0,1982.0,2007.0,1971.0,2023.0
