unnamed__0,deal_num,pre_deal_tar_rev_rev_last_avail_yr,pre_deal_tar_ebitda_last_avail_yr,pre_deal_tar_ebit_last_avail_yr,pre_deal_tar_pbt_last_avail_yr,pre_deal_tar_pat_last_avail_yr,pre_deal_tar_np_last_avail_yr,pre_deal_tar_ta_last_avail_yr,pre_deal_tar_na_last_avail_yr,pre_deal_tar_current_liabilities_last_avail_yr,pre_deal_tar_eq_last_avail_yr,pre_deal_tar_cap,pre_deal_acq_rev_rev_last_avail_yr,pre_deal_acq_ebitda_last_avail_yr,pre_deal_acq_ebit_last_avail_yr,pre_deal_acq_pbt_last_avail_yr,pre_deal_acq_pat_last_avail_yr,pre_deal_acq_np_last_avail_yr,pre_deal_acq_ta_last_avail_yr,pre_deal_acq_na_last_avail_yr,pre_deal_acq_current_liabilities_last_avail_yr,pre_deal_acq_eq_last_avail_yr,pre_deal_acq_cap,pre_deal_ven_rev_rev_last_avail_yr,pre_deal_ven_ebitda_last_avail_yr,pre_deal_ven_ebit_last_avail_yr,pre_deal_ven_pbt_last_avail_yr,pre_deal_ven_pat_last_avail_yr,pre_deal_ven_np_last_avail_yr,pre_deal_ven_ta_last_avail_yr,pre_deal_ven_na_last_avail_yr,pre_deal_ven_current_liabilities_last_avail_yr,pre_deal_ven_eq_last_avail_yr,pre_deal_ven_cap,post_deal_tar_rev_rev_1st_avail_yr,post_deal_tar_ebitda_1st_avail_yr,post_deal_tar_ebit_1st_avail_yr,post_deal_tar_pbt_1st_avail_yr,post_deal_tar_pat_1st_avail_yr,post_deal_tar_np_1st_avail_yr,post_deal_tar_ta_1st_avail_yr,post_deal_tar_na_1st_avail_yr,post_deal_tar_current_liabilities_1st_avail_yr,post_deal_tar_shareholder_funds_1st_avail_yr,post_deal_tar_cap,post_deal_acq_rev_rev_1st_avail_yr,post_deal_acq_ebitda_1st_avail_yr,post_deal_acq_ebit_1st_avail_yr,post_deal_acq_pbt_1st_avail_yr,post_deal_acq_pat_1st_avail_yr,post_deal_acq_np_1st_avail_yr,post_deal_acq_ta_1st_avail_yr,post_deal_acq_na_1st_avail_yr,post_deal_acq_shareholder_funds_1st_avail_yr,post_deal_acq_cap,post_deal_ven_rev_rev_1st_avail_yr,post_deal_ven_ebitda_1st_avail_yr,post_deal_ven_ebit_1st_avail_yr,post_deal_ven_pbt_1st_avail_yr,post_deal_ven_pat_1st_avail_yr,post_deal_ven_np_1st_avail_yr,post_deal_ven_ta_1st_avail_yr,post_deal_ven_na_1st_avail_yr,post_deal_ven_shareholder_funds_1st_avail_yr,post_deal_ven_cap,tar_name,tar_bvd_id_num,tar_orbis_id_num,acq_name,acq_bvd_id_num,acq_orbis_id_num,ven_name,ven_bvd_id_num,ven_orbis_id_num
1983.0,1941262479.0,126903.382305675,n.a.,n.a.,69201.1946037611,n.a.,n.a.,887107.486427882,n.a.,n.a.,873762.8114029,n.a.,314620.259620039,93512.9605906867,23711.6899642699,-12115.1205910329,-11874.5555930863,n.a.,1215081.77637838,n.a.,82150.2738543423,534487.312437756,n.a.,n.a.,n.a.,n.a.,600,n.a.,n.a.,2300,n.a.,n.a.,n.a.,n.a.,138457.184568166,n.a.,n.a.,95043.2212720692,n.a.,n.a.,369054.772766511,n.a.,n.a.,346111.55432346,n.a.,491202.986946108,101489.026744827,14971.1617055434,-10849.4814073917,-19509.8213334693,n.a.,2355517.57036614,n.a.,1789929.21311052,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SMITH & WILLIAMSON HOLDINGS LTD,GB04533948,008825506,TILNEY GROUP LTD,GB08741768,165151773,MANAGEMENT,,
,,,,,,,,,,,,,,,,,,,,,,,,301490.100242953,30032.022058651,26781.5045335405,43864.3540646815,36689.4499331934,36689.4499331934,1058180.68146051,708962.404434345,67047.2903758472,1235937.42522814,n.a.,,,,,,,,,,,,,,,,,,,,,,291817.510711274,34299.0929418503,27999.6819739651,149055.394313612,133323.349470972,133323.349470972,1033065.83379008,779034.822676722,779034.822676722,302433.297168078,,,,,,,AGF MANAGEMENT LTD,CA30678NC,007864487
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,SHAREHOLDERS,,
1984.0,74574.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35809.9044450613,n.a.,8412.8369020855,74276.4942276233,74276.4942276233,74276.4942276233,1820050.84663276,n.a.,957679.716557799,2048047.56015802,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SULZER MEDICA AG,CHCHE103588205,002224152,SULZER AG,CHCHE102210767,002223630,,,
1985.0,1909529118.0,254386,21320,-2977,-5368,-21288,-21288,444943,311500,107189,311500,302532.188906,22001.900396727,n.a.,-7297.66962853281,39864.783145322,39646.8861005402,n.a.,8738108.31604337,n.a.,2030704.79246833,5106932.85431889,16035551.9685166,490,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,20764.6419807523,n.a.,-10775.1285881121,10101.7115569863,16387.203233385,n.a.,9344890.01359738,n.a.,5110355.1263765,20957791.6456293,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,MSC SOFTWARE CORPORATION,US952239450,000062478,HEXAGON AB,SE5561904771,006129946,MAXIMUS HOLDINGS INC.,US170060298L,079099303
1986.0,1907157926.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,157031.972617444,10730.571889493,10011.0415886718,6962.20501268232,4227.41168915524,4324.78944185677,1236535.87310106,452121.558432962,339155.757662256,452121.558432962,392411.972082421,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1070.85097423965,n.a.,-6708.87070291974,108709.784366695,102864.22830257,n.a.,1688971.77909196,n.a.,597993.431979856,757168.019462211,n.a.,673169.665676393,59248.7328675539,56631.8579164388,40147.6302169327,27556.6867926247,17634.502403293,3643878.39699334,n.a.,637002.807559351,879507.621642217,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"CCCC REAL ESTATE CO., LTD",CN9394722367,282246350,CHINA REAL ESTATE CORPORATION LTD,CN30291PC,007820719,CHINA COMMUNICATIONS CONSTRUCTION GROUP LTD,CN9360658507,092251708
1987.0,1943329375.0,317236.652589989,51742.1370415854,26884.1734911128,25451.7792788745,20233.0116586543,n.a.,356258.930378865,n.a.,45825.2634754303,278016.436224979,218073.986066432,2202090.44847023,466714.703071402,208767.006965272,142523.629755138,78287.6276119771,78287.6276119771,3639370.99642345,1661102.8679208,809975.839523917,1661102.8679208,2149829.86046285,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,275363.775521879,-138983.387108315,-168484.038982159,-169608.528742633,-169608.528742633,n.a.,180869.743864406,n.a.,46178.5731919705,104989.742393408,94516.9066964896,2619199.5823147,617655.655148765,343849.539979725,265316.003070775,194211.314247808,194211.314247808,3773854.82767871,n.a.,1950603.25457634,1388609.08609079,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,APPEN LTD,AU138878298,075431432,TELUS INTERNATIONAL INC.,CA42159NC,308755817,,,
1988.0,109369.0,328400,n.a.,-1400,-2900,n.a.,n.a.,n.a.,359300,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-153317.205082209,-156686.813985114,9478709.84387369,9535993.19522308,n.a.,15618137.2649678,n.a.,3470697.16999285,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,METROMAIL CORPORATION,,,GUS PLC,GB00146575,003904893,,,
1989.0,2007422221.0,26002.3094031764,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1097058.68723389,26002.3094031764,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1672676.22754674,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,GRUPO SECURITY SA,CL966043806,031570920,BICECORP SA,CL857410009,006531814,,,
1990.0,2007110258.0,390,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10605645.4469279,1867003.27252025,1646163.45685643,1795523.71865805,1514939.79827357,1514939.79827357,24527088.7058517,11582888.3027156,6601723.5716316,11582888.3027156,43810234.3751701,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10174634.4057289,1127669.97660223,825748.875960384,997513.177032247,703060.089480483,703060.089480483,24146220.0382576,n.a.,11633030.6763205,43789336.719507,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,GAN SYSTEMS INC.,CA257556620L,124006103,INFINEON TECHNOLOGIES AG,DE8330359160,047621341,CHRYSALIX ENERGY MANAGEMENT INC.,CA*190521466399,016883089
,,,,,,,,,,,,,,,,,,,,,,,,1031784.307561,n.a.,n.a.,220975.756637857,n.a.,n.a.,32345572.3390421,n.a.,n.a.,16144901,n.a.,,,,,,,,,,,,,,,,,,,,,,1334032.06417522,n.a.,n.a.,209533.357884994,n.a.,n.a.,34652179.0813324,n.a.,12073151.3063548,n.a.,,,,,,,"BUSINESS DEVELOPMENT BANK OF CANADA, THE",CAFEB32220,
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,CYCLE CAPITAL MANAGEMENT INC.,CA*190521471459,098480883
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,MIRAI CREATION NO 2 TOSHI JIGYO YUGEN SEKININ KUMIAI,JP*Z00333670,393073954
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,"TSING CAPITAL CO., LTD",,
1991.0,1943221289.0,1067902.87309833,153633.359425316,139722.325778419,150836.960144022,114070.785996601,114070.785996601,1381976.36016627,1105099.14420667,252629.356854657,1105099.14420667,807254.819987949,7583488.03273958,669109.189257157,229875.840526793,228827.994013471,161868.820110355,161868.820110355,4963884.9982581,2050881.2506236,1116629.36651747,2050881.2506236,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8207413.57092051,632413.084053766,207006.442340865,831842.166166582,760472.443523312,751527.480022706,6795591.32382327,n.a.,3638335.91616133,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,GS HOME SHOPPING INC.,KR1101111111444,006740705,"GS RETAIL CO., LTD",KR1101110090037,046719955,SHAREHOLDERS,,
,,,,,,,,,,,,,,,,,,,,,,,,271052.661645582,219225.519443157,213542.268517264,-33843.7504140313,-47165.1419100544,-47165.1419100544,5271636.47752752,4584911.79892532,106510.954287874,4584911.79892532,n.a.,,,,,,,,,,,,,,,,,,,,,,204046.584550459,147334.430652156,141197.192226266,281155.432210824,265354.366299611,265354.366299611,5601860.61327119,4690851.06525023,4690851.06525023,3215073.35015305,,,,,,,GS HOLDINGS CORPORATION,KR1101113045112,011404520
1992.0,1909180104.0,9000.67507193011,n.a.,1.37106619899512,0.810374590460377,0,n.a.,5026.23341174671,n.a.,4988.41520079136,37.8182109553496,n.a.,1988810.36889988,1446884.40763828,979658.557105156,807267.78949668,493237.779786102,n.a.,15933975.053516,n.a.,3524227.10544516,3172973.5245125,10468640.2097276,162345.407989162,6253.02555611994,-24264.1483795008,101700.916001979,97696.1323839881,n.a.,49155865.0781645,n.a.,1866698.96422628,39796436.0799367,n.a.,8593.52316586845,226.789899745124,199.888748644233,223.894453235425,152.456647783949,n.a.,768199.840749938,n.a.,2258.54574153621,765941.295008402,n.a.,2000244.31633096,1531312.29875467,1031398.78450446,864752.915681864,577241.866893704,n.a.,16136025.5311353,n.a.,3338727.98128558,9579378.52538237,161221.834570496,-1262.6512200011,-41751.8130214761,153823.333579753,150444.947618171,n.a.,50694808.039279,n.a.,39837762.9938486,n.a.,SOCIETA ELETTRICA FERROVIARIA SRL,IT06132641009,052137440,TERNA - RETE ELETTRICA NAZIONALE SPA,IT05779661007,005343693,FERROVIE DELLO STATO ITALIANE SPA,IT06359501001,008063238
1993.0,422442.0,1750735.08859223,24631.0643203884,18535.8992718447,-28809.6067961165,-41102.3616504854,n.a.,1712504.61893204,n.a.,1447537.91747573,149352.60315534,n.a.,1436377.42718447,164350.72815534,122424.757281553,193331.310679612,151262.13592233,n.a.,2924487.86407767,n.a.,1662588.59223301,905750,10570540.5197184,72486325.2427185,4979845.87378641,3953115.29126214,8122199.02912621,6984116.50485437,n.a.,53597371.3592233,n.a.,10889610.4368932,35990297.3300971,123855027.09584,2341032.76699029,72025.4854368932,67321.6019417476,101730.582524272,64104.3689320388,n.a.,2320134.70873786,n.a.,1989496.3592233,213451.45631068,n.a.,1305326.45631068,93110.4368932039,44455.0970873786,199226.941747573,189565.533980583,n.a.,3400525.48543689,n.a.,1013288.83495146,14688757.6552585,64587422.3300971,4848655.33980583,3840337.37864078,7842241.50485437,6430833.73786408,n.a.,56934398.0582524,n.a.,39211160.1941748,121764850.470818,SNAMPROGETTI SPA,IT00778450155,129898701,SAIPEM SPA,IT00825790157,005285283,ENI SPA,IT00484960588,005340206
1994.0,2007712488.0,2466350.48981483,9633.27302867226,-3703.3000654664,-316401.321454854,-316020.311419525,-316020.311419525,5021503.05314001,1954091.04623582,1877592.20600764,1954091.04623582,1456254.25681534,2244087.58660695,112672.476314394,93263.235520796,586377.667735707,502690.254124648,502690.254124648,5751499.53729046,4121589.99968668,1440386.18660354,4121589.99968668,3236155.63344845,61988.5436383229,n.a.,n.a.,4464.268358917,4464.268358917,n.a.,1890165.05414517,n.a.,n.a.,519967.863629639,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,HANON SYSTEMS CORPORATION,KR1347110002206,007088237,"HANKOOK TIRE & TECHNOLOGY CO., LTD",KR1101114952093,142356458,"HAHN & CO AUTO HOLDINGS CO., LTD",KR1101140107927,159120249
1995.0,1943079113.0,350525.541544177,n.a.,9142.70400703231,5144.57131586632,5144.57131586632,n.a.,277170.752557698,n.a.,88747.0518500866,174932.145685201,n.a.,577249.904752902,n.a.,80893.4231605731,55626.5650383067,48484.8762803657,n.a.,595892.930237701,n.a.,293725.659312165,215021.776551162,488606.016165763,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,257498.068095335,n.a.,22824.0909429095,21179.1152131183,18699.2162932339,n.a.,365116.88515778,n.a.,148798.71260613,193178.772346107,n.a.,852801.562513556,n.a.,123908.352572076,91763.379786316,82205.9274738368,n.a.,1147429.22973117,n.a.,360539.322517272,1001673.7514892,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"GUANGDONG AIKO TECHNOLOGY CO., LTD",CN9361149616,186630338,"SHANGHAI XINMEI REAL ESTATE CO., LTD",CN30808PC,059959260,SHAREHOLDERS,,
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,MR CHEN GANG,,
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,-96.9533828953585,n.a.,n.a.,104605.674536636,n.a.,104189.758575229,n.a.,,,,,,,JIANGSU NEW MATERIAL INDUSTRY VENTURE INVESTMENT ENTERPRISE (LP),CN9367166445,307894856
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,5593.78865661481,n.a.,n.a.,295511.10082207,295511.10082207,n.a.,1120393.29273876,n.a.,1118978.33539709,n.a.,,,,,,,YIWU QIGUANG EQUITY INVESTMENT PARTNERSHIP ENTERPRISE (LP),CN9379757997,317224025
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,-1326.4346877278,-1326.4346877278,n.a.,191936.785460003,n.a.,188553.252909104,n.a.,,,,,,,JIANGSU JIEQUAN JINMAO NEW MATERIAL VENTURE INVESTMENT PARTNERSHIP (LP),CN9457337561,395816870
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,49149.7446419818,n.a.,n.a.,159027.435013739,n.a.,159027.435013739,n.a.,,,,,,,TIANJIN TIANCHUANG HAIHE ADVANCED EQUIPMENT MANUFACTURING INDUSTRY FUND PARTNERSHIP ENTERPRISE (LP),CN9467525921,490665677
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,-0.281024298247416,n.a.,n.a.,3252.57522791559,n.a.,0,3252.57522791559,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,ZHUHAI HENGQIN JIASHI ENTERPRISE MANAGEMENT PARTNERSHIP ENTERPRISE (LP),CN9460054132,412010008
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,JIANGSU NANTONG COASTAL VENTURE INVESTMENT FUND (LP),CN*Z00338255,395814102
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,SHENZHEN TIANCHENG NO. 1 INVESTMENT ENTERPRISE (LP),CN9376799906,317223326
1996.0,1943291098.0,1024663.7573779,-664377.9040563,-678480.3152078,-709124.0738415,-705987.2221525,-684818.6927038,1874282.9335678,145897.5888484,1593385.5016953,145897.5888484,n.a.,16021967.7842197,1559040.94760773,484116.582292382,727473.673210112,678795.26904628,755896.788921107,20948803.5565833,10950051.9138562,9410888.4192053,10950051.9138562,26649486.8837089,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4575896.3641569,-989510.0200401,-1023736.4729459,-1052832.9516175,-1071050.5296307,-1135668.3366733,2788049.8139135,-854976.667621,2523033.7818494,-854976.667621,n.a.,21198675.9092321,1470385.63210476,257698.169802684,666607.158762759,662011.469523922,748960.52030966,22471056.5025586,n.a.,10848636.440904,14605114.8845828,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ZEEKR INTELLIGENT TECHNOLOGY HOLDING LTD,KY42251WB,651300532,GEELY AUTOMOBILE HOLDINGS LTD,KY90269FH,192195447,GEELY GROUP LTD,VGLEI2068271,059634657
1997.0,1941031416.0,950769,n.a.,7427,9572,11179,n.a.,623760,n.a.,137092,450614,n.a.,1190202,189712,85850,35245,21210,30085,1534800,550724,572424,550724,1633424.039,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1961820,271198,120071,59658,50396,50396,2302209,n.a.,674366,1352915.986316,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,LIFETOUCH INC.,US149204750L,000043905,SHUTTERFLY INC.,US943330068,000641967,,,
1998.0,1601151274.0,766850.012147669,277931.814563181,147612.87955732,147972.27805989,84177.0976524552,n.a.,3647165.62433922,n.a.,506679.230442536,1800115.51716606,354905.802071559,0,-105947.882515105,-106098.777987484,1721577.29379114,1721578.79366359,n.a.,2142486.6814051,n.a.,1039129.70658743,958040.612767752,n.a.,19305503.1602131,1681539.96066836,1481126.64045371,1358714.47250438,1138037.30458887,n.a.,58976261.4875763,n.a.,20062850.5202567,17637805.8804975,n.a.,819208.016381264,345746.549342319,219871.440586645,223259.128276934,140563.738530381,n.a.,3787321.95806885,n.a.,632053.516736145,1730830.75168869,431058.236108167,0,n.a.,-57869.9018524468,521158.246554857,521158.246554857,n.a.,1660319.26051451,n.a.,1443674.41145615,n.a.,20319998.2026442,1599323.33643606,1309809.02933699,907562.959442655,875789.277386935,n.a.,61825097.9428388,n.a.,21440942.6701469,n.a.,FLUXYS,BE0402954628,008326640,PUBLIGAS CVBA,BE0447845040,002072175,ELECTRABEL SA,BE0403170701,008326650
1999.0,130692.0,8285689.43970006,550379.087690065,320096.854821912,415839.408456572,330679.025203083,330677.983753385,5194803.16600708,2398368.04832327,2557728.59820871,2398362.84107478,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9144167.88169131,599210.581128931,363784.628202458,457399.500104145,336908.977296397,336942.303686732,5648999.16684024,2577262.02874401,2847040.19995834,2577107.89418871,n.a.,255155.176004999,28119.1418454489,-27077.6921474693,555092.68902312,142678.608623203,n.a.,38558633.6179962,n.a.,21739220.9956259,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,CENTROS COMERCIALES CARREFOUR SA,ESA28425270,003012174,CARREFOUR SA,FR652014051,050412702,,,
2000.0,59480.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,95842.1339282501,n.a.,1455.34509061878,n.a.,4394.75918811856,n.a.,84946.1950261174,24377.0302678646,n.a.,24396.1795453728,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13925.9304013451,-10642.5809571255,-13925.9304013451,-63629.0478500482,-62496.8583865242,n.a.,405097.390048884,n.a.,43928.9511847308,351205.171585142,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,BT INDUSTRIES AB,SE5564919537,006241721,TOYODA AUTOMATIC LOOM WORKS LTD,,,NORDICO INVEST,,
,,,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,BANC OF AMERICA EQUITY PARTNERS,US*914094688,058909450
2001.0,1909615913.0,21802.629890644,-2313.7341040467,-2313.7341040467,-911891.796330203,-614666.766425428,n.a.,27701682.2241164,n.a.,3740628.36484005,4266047.91526935,17915484.6429409,24364876.1762365,9392046.5853155,2847149.00860217,-2393793.29526739,-2185193.32048855,-1828448.6252984,94395068.947151,-2746429.38093742,17158375.0779398,-2746429.38093742,21493423.1661604,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,55026.0203587971,-19537.0252124045,-19537.0252124045,-537214.781417362,-334375.077185732,n.a.,25736966.2815851,n.a.,3432422.78252063,3903902.15939288,n.a.,27712336.4355463,6266568.62893582,1146067.2784276,-3550660.34729075,-303567.549115412,-715719.778405517,85403553.0956258,n.a.,-426708.445875685,13906811.0004694,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SFR GROUP SA,FR794661470,161325766,ALTICE NV,NL63329743,249750393,,,
2002.0,1941244081.0,736200,73600,34500,-19000,-22400,-22400,556100,20900,113200,20900,453917.232707,1809518.60756899,219012.395378441,132821.220526789,124636.159317856,106157.763558293,104917.60276906,1561858.49795928,831527.80918032,369939.963428023,831527.80918032,1864113.68925433,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2039072.3696559,262294.006922651,117815.274977077,25175.2640214176,-1860.24118384859,3844.49844662042,2553615.08110842,n.a.,778944.991716866,2368868.38269024,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,OMNOVA SOLUTIONS INC.,US341897652,000528972,SYNTHOMER PLC,GB00098381,003902547,,,
