unnamed__0,deal_num,tar_rev_rev_last_avail_yr,tar_rev_rev_yr__1,tar_rev_rev_yr__2,tar_ebitda_last_avail_yr,tar_ebitda_yr__1,tar_ebitda_yr__2,tar_ebit_last_avail_yr,tar_ebit_yr__1,tar_ebit_yr__2,tar_pbt_last_avail_yr,tar_pbt_yr__1,tar_pbt_yr__2,tar_pat_last_avail_yr,tar_pat_yr__1,tar_pat_yr__2,tar_np_last_avail_yr,tar_np_yr__1,tar_np_yr__2,tar_ta_last_avail_yr,tar_ta_yr__1,tar_ta_yr__2,tar_na_last_avail_yr,tar_na_yr__1,tar_na_yr__2,tar_eq_last_avail_yr,tar_eq_yr__1,tar_eq_yr__2,tar_cap_last_avail_yr,tar_cap_yr__1,tar_cap_yr__2,tar_emp_last_avail_yr,tar_emp_yr__1,tar_emp_yr__2,tar_ev_last_avail_yr,tar_ev_yr__1,tar_ev_yr__2,tar_eps_last_avail_yr,tar_eps_yr__1,tar_eps_yr__2,tar_cfps_last_avail_yr,tar_cfps_yr__1,tar_cfps_yr__2,tar_dps_last_avail_yr,tar_dps_yr__1,tar_dps_yr__2,tar_bvps_last_avail_yr,tar_bvps_yr__1,tar_bvps_yr__2,acq_rev_rev_last_avail_yr,acq_rev_rev_yr__1,acq_rev_rev_yr__2,acq_ebitda_last_avail_yr,acq_ebitda_yr__1,acq_ebitda_yr__2,acq_ebit_last_avail_yr,acq_ebit_yr__1,acq_ebit_yr__2,acq_pbt_last_avail_yr,acq_pbt_yr__1,acq_pbt_yr__2,acq_pat_last_avail_yr,acq_pat_yr__1,acq_pat_yr__2,acq_np_last_avail_yr,acq_np_yr__1,acq_np_yr__2,acq_ta_last_avail_yr,acq_ta_yr__1,acq_ta_yr__2,acq_na_last_avail_yr,acq_na_yr__1,acq_na_yr__2,acq_eq_last_avail_yr,acq_eq_yr__1,acq_eq_yr__2,acq_cap_last_avail_yr,acq_cap_yr__1,acq_cap_yr__2,acq_emp_last_avail_yr,acq_emp_yr__1,acq_emp_yr__2,acq_ev_last_avail_yr,acq_ev_yr__1,acq_ev_yr__2,acq_eps_last_avail_yr,acq_eps_yr__1,acq_eps_yr__2,acq_cfps_last_avail_yr,acq_cfps_yr__1,acq_cfps_yr__2,acq_dps_last_avail_yr,acq_dps_yr__1,acq_dps_yr__2,acq_bvps_last_avail_yr,acq_bvps_yr__1,acq_bvps_yr__2,ven_rev_rev_last_avail_yr,ven_rev_rev_yr__1,ven_rev_rev_yr__2,ven_ebitda_last_avail_yr,ven_ebitda_yr__1,ven_ebitda_yr__2,ven_ebit_last_avail_yr,ven_ebit_yr__1,ven_ebit_yr__2,ven_pbt_last_avail_yr,ven_pbt_yr__1,ven_pbt_yr__2,ven_pat_last_avail_yr,ven_pat_yr__1,ven_pat_yr__2,ven_np_last_avail_yr,ven_np_yr__1,ven_np_yr__2,ven_ta_last_avail_yr,ven_ta_yr__1,ven_ta_yr__2,ven_na_last_avail_yr,ven_na_yr__1,ven_na_yr__2,ven_eq_last_avail_yr,ven_eq_yr__1,ven_eq_yr__2,ven_cap_last_avail_yr,ven_cap_yr__1,ven_cap_yr__2,ven_emp_last_avail_yr,ven_emp_yr__1,ven_emp_yr__2,ven_ev_last_avail_yr,ven_ev_yr__1,ven_ev_yr__2,ven_eps_last_avail_yr,ven_eps_yr__1,ven_eps_yr__2,ven_cfps_last_avail_yr,ven_cfps_yr__1,ven_cfps_yr__2,ven_dps_last_avail_yr,ven_dps_yr__1,ven_dps_yr__2,ven_bvps_last_avail_yr,ven_bvps_yr__1,ven_bvps_yr__2,tar_name,tar_bvd_id_num,tar_orbis_id_num,acq_name,acq_bvd_id_num,acq_bvd_id_number__1,acq_orbis_id_num,ven_name,ven_bvd_id_num,ven_orbis_id_num
1.0,1909038540.0,869.832075417414,737.433752669256,970.747933277895,-1221.8886960191,-1377.83383675773,-2341.0213765103,-3633.25117719832,-1775.59442803244,-2864.91708653329,-3633.34707930145,-1775.70507075602,-2865.03937778213,-3633.34707930145,-1775.70507075602,-2865.03937778213,n.a.,n.a.,n.a.,3031.27367583171,5997.72075989423,6507.72880692658,n.a.,n.a.,n.a.,2606.81096736451,5727.75251435589,5831.70278334882,n.a.,n.a.,n.a.,11,12,14,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,112849.690371171,98368.7338247698,98626.3436063633,18272.4989305645,15479.4937028555,17645.4884841644,6000.11577719956,-807.08865415908,3153.69708739476,5097.20398063062,-1857.81376429305,2141.19433828381,3697.35238595006,-4136.32935256529,717.881047525385,n.a.,n.a.,n.a.,110532.642779976,101527.085854056,97476.9040100365,n.a.,n.a.,n.a.,67481.56774357,63388.7154456591,58566.7829938268,43421.5823781088,26070.3603211609,36816.4331934918,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.7e-05,-2e-05,4e-06,7.7e-05,5.8e-05,9.5e-05,1.5e-05,6e-06,6e-06,0.000319,0.000304,0.000366,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,OREXPLORE AB,SE5568152572,099381090,SWICK MINING SERVICES LTD,AU112917905,AU112917905,051084701,,,
2.0,1943181058.0,6335.4843537415,8615.09616876066,12745.8494436992,-131.298639455782,-220.739879013495,252.994555353902,-182.563265306122,-268.265084535443,222.0823798627,-209.800680272109,-288.34729331472,210.377179831137,-209.883673469388,-346.181169536218,189.317446539888,n.a.,n.a.,n.a.,3996.51020408163,5507.13975492477,6801.47084352561,n.a.,n.a.,n.a.,1044.40680272109,1384.97285559175,1808.03045845498,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14952.0476190476,22749.7525981076,33408.9450011836,-968.974829931973,-3955.58244144563,-3083.07661958494,-1113.85850340136,-4152.26617031177,-3294.90491596307,-1149.72653061224,-3966.63331782224,-4088.02256766354,-1111.60476190476,-3970.58942143633,-6647.68720902707,-1111.60476190476,-3970.58942143633,-6647.68720902707,62324.2809523809,71517.7873429502,68074.9041268839,29417.6891156463,31557.581821002,34377.0835634814,29417.6891156463,31557.581821002,34377.0835634814,79142.9106122449,27999.4212501939,109871.338578079,108,124,136,100358.116734694,51098.1919962773,117444.602998501,-0.037923,-0.363033,-0.192457,-0.019239,-0.315924,-0.184345,n.a.,n.a.,n.a.,1.008145,2.897878,1.080027,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"KYS CO., LTD",KR1358110285164,305073726,"NEONTECH CO., LTD",KR1101116852431,KR1101116852431,387464982,,,
3.0,1943219934.0,51243.3404151005,54090.3578919769,15221.9537013483,n.a.,n.a.,n.a.,80.0784441902272,232.039853172522,3588.30450267108,71.9071743748979,15.5676455165181,3.81582294581531,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12743.2587024024,8249.54116413214,7770.12846603917,n.a.,n.a.,n.a.,5115.21490439614,4819.5791819612,4540.03434240651,n.a.,n.a.,n.a.,150,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,479650.663942799,394497.665704282,356262.482373593,n.a.,n.a.,n.a.,53687.290237852,25895.4788377664,11903.9396817175,50595.9433824602,19590.4232446711,10471.9560275116,47840.6537282942,17896.2159837828,9517.97174019396,n.a.,n.a.,n.a.,958331.825477893,798869.095153265,601174.710063599,n.a.,n.a.,n.a.,448216.255654458,322318.938509737,285186.624075513,1252341.84611236,982508.762879477,926469.544877838,6232,5971,n.a.,n.a.,n.a.,n.a.,0.000439,0.000275,0.000156,0.000906,0.000703,0.000547,0.000132,9e-05,5e-05,0.00452,0.004175,0.003954,2215271.95027195,2432963.87583763,n.a.,n.a.,n.a.,n.a.,222761.518317074,239263.498421012,n.a.,201244.640133529,197698.682893014,n.a.,170602.895047339,165699.91527382,n.a.,n.a.,n.a.,n.a.,4075535.84275807,3736849.88061311,n.a.,n.a.,n.a.,n.a.,1866804.6562491,1804773.47300316,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"SHANDONG LUKANG BIOLOGICAL PESTICIDES CO., LTD",CN9360395090,283983707,"SHANDONG LUKANG PHARMACEUTICAL CO., LTD",CN30712PC,CN30712PC,007307029,"HUALU HOLDINGS CO., LTD",CN9364275954,092378606
4.0,1941351363.0,1584,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12483.8671128107,7638.50661245001,7583.89484515551,5875.4580943276,2039.93363574463,3056.61588165654,5653.68068833652,1888.88782330996,2880.03009482081,5952.63702995539,1775.24383109722,2902.93313860214,6579.92750159337,1775.24383109722,2902.93313860214,n.a.,n.a.,n.a.,22638.8224984066,15367.736614464,16600.6129606886,n.a.,n.a.,n.a.,21208.0744104525,14087.0599292242,14310.3085825561,161030.431977573,326471.582096995,332829.865596309,26,27,24,n.a.,n.a.,n.a.,0.000503,0.000939,0.000171,0.000662,0.001088,0.000272,n.a.,n.a.,n.a.,0.003482,0.002915,0.001919,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,QED BIOSCIENCE INC.,US124117453L,199851302,GENOVIS AB,SE5565745345,SE5565745345,006289689,,,
5.0,1601314583.0,242.218208860087,257.627118644068,281.398265801385,n.a.,n.a.,83.4378578829688,30.2772761075109,28.8135593220339,82.3471669302503,167.321789015192,302.25988700565,142.88051480613,149.792839689791,287.005649717514,125.974805038992,149.792839689791,287.005649717514,125.974805038992,5293.74269627111,5440.67796610169,5487.26618312701,4248.37990013811,4359.32203389831,3931.395539074,4248.37990013811,4359.32203389831,3931.395539074,2610.93704823117,1954.20901525424,1032.5134596717,9,n.a.,n.a.,2393.15313226389,1667.76833706215,438.632235698315,7.7e-05,0.000137,6.2e-05,n.a.,n.a.,6.2e-05,n.a.,n.a.,n.a.,0.002197,0.002117,0.002144,276.83615819209,148.333969569722,518.848804215647,n.a.,-3665.81229208704,-2152.99090856448,n.a.,-3792.87778807875,-2286.75661590133,26845.197740113,-29676.0647870426,6731.71579130233,26845.197740113,-29676.0647870426,6731.71579130233,n.a.,n.a.,n.a.,301556.497175141,122726.18203632,148127.85916961,n.a.,n.a.,n.a.,62942.9378531073,51354.0928178001,87167.7572528809,n.a.,n.a.,n.a.,24,23,22,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,MEL INVEST HOLDING AD,BG119076059,002197793,VENTCHAR EKUITI BULGARIA EAD,BG200355640,BG200355640,151324809,,,
6.0,1907093008.0,12926.9071177785,12564.3013177366,12114.587259706,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,147,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,379221.193744015,404756.53583257,387176.781002639,55582.5087775295,61539.0035938271,51632.1145872597,54261.0916054899,60348.1079557466,50554.0897097625,56737.9508458347,62574.8713973645,53207.6894082171,41698.05298436,46874.7797900078,38952.1296645307,41698.05298436,46874.7797900078,38952.1296645307,430150.015959145,443795.363258403,440196.004523181,342936.482604532,344753.717144669,334994.34602337,342936.482604532,344753.717144669,334994.34602337,444702.860644749,524817.083785498,342636.004975499,1955,2023,1912,399602.318033833,420856.827284899,214720.437693178,0.238222,0.266048,0.207429,0.306976,0.326292,0.261352,0.073522,0.073416,0.049897,2.17793,1.945535,1.685137,509064.462809917,585061.432424333,633031.045751634,-1871.07438016529,23261.9118969134,52271.2418300654,-31404.958677686,17845.3700928978,40245.0980392157,-16165.2892561983,19516.0323643992,22034.3137254902,-17097.520661157,13118.0701228649,13129.0849673203,-17097.520661157,11005.3940665268,13129.0849673203,1148409.91735537,1291818.99910099,1411666.66666667,256099.173553719,308810.308660473,330767.973856209,256099.173553719,308810.308660473,330767.973856209,63384.3896727273,74418.661941864,104275.06375,1324,1359,1366,609298.532204959,721540.81362751,772295.194550654,-0.420468,-0.094247,0.001766,-0.329736,0.079062,0.095632,n.a.,n.a.,n.a.,0.28108,0.662276,0.760454,"UNITIKA ENVIRONMENTAL TECHNICAL CENTER CO., LTD",JP7130001033211,053721368,"CTI ENGINEERING CO., LTD",JP7010001042703,JP7010001042703,051058799,UNITIKA LTD,JP8140001051822,051056753
7.0,353162.0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5486.05964386674,304281.334066392,278316.579270196,n.a.,n.a.,n.a.,5486.05964386674,304281.334066392,278316.579270196,n.a.,n.a.,n.a.,n.a.,n.a.,26,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-16625.3706049026,n.a.,n.a.,-108682.232104145,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1299965.94747739,20023.4916705609,454951.821259767,n.a.,n.a.,n.a.,-811210.0904435,-724049.913484977,3978.71664558558,n.a.,n.a.,n.a.,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,PRIORITY TELECOM NV,NL33304400,005558789,UNITED PAN-EUROPE COMMUNICATIONS NV,NL33274976,NL33274976,005555865,,,
8.0,1941629439.0,324.853196316562,286.917317567859,299.052554510719,213.323546421104,178.820394424546,198.346260324433,141.580808754838,125.626591291589,159.454549614478,238.199875439299,465.163552410133,229.805980735351,209.23906757418,406.939541708022,226.206099709429,n.a.,n.a.,n.a.,4719.52021887095,4388.47861735641,5741.02660901,n.a.,n.a.,n.a.,4619.68926553672,4277.48845639322,5716.69755416752,2743.06018951021,5499.21244551849,4514.51712540325,2,3,2,n.a.,n.a.,n.a.,0.002632,0.002289,0.004588,0.003352,0.003009,0.005189,n.a.,n.a.,n.a.,0.053358,0.050524,0.048225,34921.9142522191,22381.7785488678,42551.8922884391,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,28800.8708759002,16745.6292539704,37220.9036378544,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,760965.918606599,667436.718715245,481242.825702326,n.a.,n.a.,n.a.,708635.906883269,622174.029093821,454320.976999094,240642.278563055,211308.329569598,185560.785031071,28,30,38,n.a.,n.a.,n.a.,0.000239,0.000311,0.00039,n.a.,n.a.,n.a.,n.a.,n.a.,2.9e-05,0.007921,0.006348,0.00461,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ALIMENTARA SA,RO1513357,005875237,SOCIETATEA DE INVESTITII FINANCIARE OLTENIA SA,RO4175676,RO4175676,050553677,,,
9.0,2007634206.0,1377.03979387346,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-87.3174921271114,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1503.00601202405,n.a.,n.a.,n.a.,n.a.,n.a.,-359.290008588606,n.a.,n.a.,n.a.,n.a.,n.a.,52,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2851105.42863542,2306033.0217578,2354767.27364059,n.a.,n.a.,n.a.,792463.16423092,606333.033209276,681743.720959437,637076.349459656,477391.289722302,494122.020595253,511786.149840417,384912.187231606,387715.561032274,n.a.,n.a.,n.a.,4225687.32151856,3804587.11995419,3429770.51676504,n.a.,n.a.,n.a.,2803175.08539112,2521538.70168909,1918885.32902173,14711255.9843776,17902127.690731,28302740.3403486,36718,32326,26970,n.a.,n.a.,n.a.,0.000448,0.000425,0.000335,0.000631,0.00059,0.000447,0.000188,0.000177,9.5e-05,0.00275,0.002533,0.002335,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,39259.7011176692,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,194552.932311943,n.a.,n.a.,n.a.,n.a.,n.a.,194552.932311943,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"SHAODONG AIER EYE HOSPITAL CO., LTD",CN9455942209,438821776,"AIER EYE HOSPITAL GROUP CO., LTD",CN32039PC,CN32039PC,075426643,HUNAN BRIGHT VISION CHANGYIN MEDICAL INDUSTRY INVESTMENT FUND PARTNERSHIP (LP),CN9467052809,446423237
10.0,1943327716.0,160.361747307751,3579.72259408002,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-984.187774912786,311.218949873568,n.a.,-988.977703625057,268.868064852001,n.a.,n.a.,n.a.,n.a.,440.511906567572,1390.59571619813,n.a.,n.a.,n.a.,n.a.,-75.9889276505384,895.334672021419,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10860.636280904,10405.8478357876,10607.8345786787,n.a.,n.a.,n.a.,9050.53844987107,8090.25732559869,8026.33350595546,2950.6847178826,3198.22102335267,2274.1611829548,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-5e-06,-3e-06,-6e-06,5e-06,4e-06,3e-06,n.a.,n.a.,n.a.,5.3e-05,5.8e-05,8.7e-05,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,SETYA ENERGY PTE LTD,SG201708352H,350172644,HEATEC JIETONG HOLDINGS LTD,SG200717808Z,SG200717808Z,075755621,MEGANE MARINE PTE LTD,SG201930011N,469767911
